-1	1	-1
-0.98	1	-1
-0.96	1	-1
-0.94	1	-1
-0.92	1	-1
-0.9	1	-1
-0.88	1	-1
-0.86	1	-1
-0.84	1	-1
-0.82	1	-1
-0.8	1	-1
-0.78	1	-1
-0.76	1	-1
-0.74	1	-1
-0.72	1	-1
-0.7	1	-1
-0.68	1	-1
-0.66	1	-1
-0.64	1	-1
-0.62	1	-1
-0.6	1	-1
-0.58	1	-1
-0.56	1	-1
-0.54	1	-1
-0.52	1	-1
-0.5	1	-1
-0.48	1	-1
-0.46	1	-1
-0.44	1	-1
-0.42	1	-1
-0.4	1	-1
-0.38	1	-1
-0.36	1	-1
-0.34	1	-1
-0.32	1	-1
-0.3	1	-1
-0.28	1	-1
-0.26	1	-1
-0.24	1	-1
-0.22	1	-1
-0.2	1	-1
-0.18	1	-1
-0.16	1	-1
-0.14	1	-1
-0.12	1	-1
-0.1	1	-1
-0.08	1	-1
-0.06	1	-1
-0.04	1	-1
-0.02	1	-1
0	1	-1
0.02	1	-1
0.04	1	-1
0.06	1	-1
0.08	1	-1
0.1	1	-1
0.12	1	-1
0.14	1	-1
0.16	1	-1
0.18	1	-1
0.2	1	-1
0.22	1	-1
0.24	1	-1
0.26	1	-1
0.28	1	-1
0.3	1	-1
0.32	1	-1
0.34	1	-1
0.36	1	-1
0.38	1	-1
0.4	1	-1
0.42	1	-1
0.44	1	-1
0.46	1	-1
0.48	1	-1
0.5	1	-1
0.52	1	-1
0.54	1	-1
0.56	1	-1
0.58	1	-1
0.6	1	-1
0.62	1	-1
0.64	1	-1
0.66	1	-1
0.68	1	-1
0.7	1	-1
0.72	1	-1
0.74	1	-1
0.76	1	-1
0.78	1	-1
0.8	1	-1
0.82	1	-1
0.84	1	-1
0.86	1	-1
0.88	1	-1
0.9	1	-1
0.92	1	-1
0.94	1	-1
0.96	1	-1
0.98	1	-1
1	1	-1
-1	0.98	-1
-0.98	0.98	-0.990316
-0.96	0.98	-0.980778
-0.94	0.98	-0.971524
-0.92	0.98	-0.962684
-0.9	0.98	-0.954362
-0.88	0.98	-0.946651
-0.86	0.98	-0.939607
-0.84	0.98	-0.933275
-0.82	0.98	-0.927662
-0.8	0.98	-0.922766
-0.78	0.98	-0.918551
-0.76	0.98	-0.914983
-0.74	0.98	-0.911997
-0.72	0.98	-0.90954
-0.7	0.98	-0.907537
-0.68	0.98	-0.905932
-0.66	0.98	-0.904652
-0.64	0.98	-0.90365
-0.62	0.98	-0.902861
-0.6	0.98	-0.902252
-0.58	0.98	-0.901774
-0.56	0.98	-0.901406
-0.54	0.98	-0.901113
-0.52	0.98	-0.900886
-0.5	0.98	-0.900698
-0.48	0.98	-0.90055
-0.46	0.98	-0.900424
-0.44	0.98	-0.900324
-0.42	0.98	-0.900235
-0.4	0.98	-0.900165
-0.38	0.98	-0.900103
-0.36	0.98	-0.900054
-0.34	0.98	-0.90001
-0.32	0.98	-0.899977
-0.3	0.98	-0.899948
-0.28	0.98	-0.899927
-0.26	0.98	-0.899908
-0.24	0.98	-0.899895
-0.22	0.98	-0.899884
-0.2	0.98	-0.899877
-0.18	0.98	-0.899871
-0.16	0.98	-0.899866
-0.14	0.98	-0.899863
-0.12	0.98	-0.899861
-0.1	0.98	-0.899859
-0.08	0.98	-0.899858
-0.06	0.98	-0.899858
-0.04	0.98	-0.899857
-0.02	0.98	-0.899857
0	0.98	-0.899857
0.02	0.98	-0.899857
0.04	0.98	-0.899857
0.06	0.98	-0.899858
0.08	0.98	-0.899858
0.1	0.98	-0.899859
0.12	0.98	-0.899861
0.14	0.98	-0.899863
0.16	0.98	-0.899866
0.18	0.98	-0.899871
0.2	0.98	-0.899877
0.22	0.98	-0.899884
0.24	0.98	-0.899895
0.26	0.98	-0.899908
0.28	0.98	-0.899927
0.3	0.98	-0.899948
0.32	0.98	-0.899977
0.34	0.98	-0.90001
0.36	0.98	-0.900054
0.38	0.98	-0.900103
0.4	0.98	-0.900165
0.42	0.98	-0.900235
0.44	0.98	-0.900324
0.46	0.98	-0.900424
0.48	0.98	-0.90055
0.5	0.98	-0.900698
0.52	0.98	-0.900886
0.54	0.98	-0.901113
0.56	0.98	-0.901406
0.58	0.98	-0.901774
0.6	0.98	-0.902252
0.62	0.98	-0.902861
0.64	0.98	-0.90365
0.66	0.98	-0.904652
0.68	0.98	-0.905932
0.7	0.98	-0.907537
0.72	0.98	-0.90954
0.74	0.98	-0.911997
0.76	0.98	-0.914983
0.78	0.98	-0.918551
0.8	0.98	-0.922766
0.82	0.98	-0.927662
0.84	0.98	-0.933275
0.86	0.98	-0.939607
0.88	0.98	-0.946651
0.9	0.98	-0.954362
0.92	0.98	-0.962684
0.94	0.98	-0.971524
0.96	0.98	-0.980778
0.98	0.98	-0.990316
1	0.98	-1
-1	0.96	-1
-0.98	0.96	-0.990316
-0.96	0.96	-0.961844
-0.94	0.96	-0.943479
-0.92	0.96	-0.925928
-0.9	0.96	-0.909414
-0.88	0.96	-0.894102
-0.86	0.96	-0.880126
-0.84	0.96	-0.86755
-0.82	0.96	-0.856414
-0.8	0.96	-0.846685
-0.78	0.96	-0.838325
-0.76	0.96	-0.831229
-0.74	0.96	-0.825306
-0.72	0.96	-0.820414
-0.7	0.96	-0.816442
-0.68	0.96	-0.813239
