-1	1	-0	-0
-0.997579	0.98	-0.00484217	-0
-0.997579	0.96	-0.00484217	-0
-0.995194	0.94	-0.00961107	-0
-0.992881	0.92	-0.014238	-0
-0.990671	0.9	-0.018658	-0
-0.988591	0.88	-0.0228189	-0
-0.986663	0.86	-0.0266745	-0
-0.984902	0.84	-0.0301964	-0
-0.983319	0.82	-0.0333623	-0
-0.981916	0.8	-0.0361689	-0
-0.980692	0.78	-0.0386169	-0
-0.979638	0.76	-0.0407243	-0
-0.978746	0.74	-0.0425086	-0
-0.977999	0.72	-0.0440016	-0
-0.977385	0.7	-0.0452301	-0
-0.976884	0.68	-0.0462315	-0
-0.976483	0.66	-0.0470339	-0
-0.976163	0.64	-0.0476738	-0
-0.975912	0.62	-0.0481752	-0
-0.975715	0.6	-0.0485695	-0
-0.975563	0.58	-0.0488739	-0
-0.975443	0.56	-0.049113	-0
-0.975352	0.54	-0.0492968	-0
-0.975278	0.52	-0.0494436	-0
-0.975221	0.5	-0.0495572	-0
-0.975174	0.48	-0.0496511	-0
-0.975138	0.46	-0.0497248	-0
-0.975106	0.44	-0.049788	-0
-0.975081	0.42	-0.0498381	-0
-0.975059	0.4	-0.0498824	-0
-0.975041	0.38	-0.0499174	-0
-0.975026	0.36	-0.0499487	-0
-0.975013	0.34	-0.0499731	-0
-0.975003	0.32	-0.0499948	-0
-0.974994	0.3	-0.0500114	-0
-0.974987	0.28	-0.0500259	-0
-0.974982	0.26	-0.0500366	-0
-0.974977	0.24	-0.0500458	-0
-0.974974	0.22	-0.0500523	-0
-0.974971	0.2	-0.0500578	-0
-0.974969	0.18	-0.0500616	-0
-0.974968	0.16	-0.0500647	-0
-0.974967	0.14	-0.0500668	-0
-0.974966	0.12	-0.0500684	-0
-0.974965	0.1	-0.0500695	-0
-0.974965	0.08	-0.0500703	-0
-0.974965	0.06	-0.0500708	-0
-0.974964	0.04	-0.0500712	-0
-0.974964	0.02	-0.0500714	-0
-0.974964	0	-0.0500715	-0
-0.974964	-0.02	-0.0500715	-0
-0.974964	-0.04	-0.0500714	-0
-0.974964	-0.06	-0.0500712	-0
-0.974965	-0.08	-0.0500708	-0
-0.974965	-0.1	-0.0500703	-0
-0.974965	-0.12	-0.0500695	-0
-0.974966	-0.14	-0.0500684	-0
-0.974967	-0.16	-0.0500668	-0
-0.974968	-0.18	-0.0500647	-0
-0.974969	-0.2	-0.0500616	-0
-0.974971	-0.22	-0.0500578	-0
-0.974974	-0.24	-0.0500523	-0
-0.974977	-0.26	-0.0500458	-0
-0.974982	-0.28	-0.0500366	-0
-0.974987	-0.3	-0.0500259	-0
-0.974994	-0.32	-0.0500114	-0
-0.975003	-0.34	-0.0499948	-0
-0.975013	-0.36	-0.0499731	-0
-0.975026	-0.38	-0.0499487	-0
-0.975041	-0.4	-0.0499174	-0
-0.975059	-0.42	-0.0498824	-0
-0.975081	-0.44	-0.0498381	-0
-0.975106	-0.46	-0.049788	-0
-0.975138	-0.48	-0.0497248	-0
-0.975174	-0.5	-0.0496511	-0
-0.975221	-0.52	-0.0495572	-0
-0.975278	-0.54	-0.0494436	-0
-0.975352	-0.56	-0.0492968	-0
-0.975443	-0.58	-0.049113	-0
